parent_id,id,name,taxonomy_id
4020,40204,Docking Stations,4020
4020,40200,Unspecified,4020
4021,40211,Graphic,4021
4021,40212,Memory,4021
4021,40213,Network,4021
4021,40214,Sound,4021
4021,40215,Video,4021
4021,40210,Unspecified,4021
4022,40221,Blade,4022
4022,40222,Rack,4022
4022,40223,Tower,4022
4022,40224,Other,4022
4022,40220,Unspecified,4022
4023,40231,Games Controllers,4023
4023,40232,Headphones,4023
4023,40233,Speakers,4023
4023,40234,Webcams,4023
4023,40230,Unspecified,4023
4024,40240,Unspecified,4024
4025,40250,Unspecified,4025
4026,40260,Unspecified,4026
4032,40321,Device,4032
4032,40322,Network,4032
4032,40323,Power,4032
4032,40324,Other,4032
4032,40320,Unspecified,4032
4036,40361,CD/DVD/Blu Ray,4036
4036,40362,Floppy,4036
4036,40363,Hard,4036
4036,40364,Solid State,4036
4036,40365,Tape,4036
4036,40366,Other Media,4036
4036,40360,Unspecified,4036
4046,40461,CRT,4046
4046,40462,LCD,4046
4046,40463,LED,4046
4046,40464,Touch Screen,4046
4046,40465,Other,4046
4046,40460,Unspecified,4046
4047,40471,UPS,4047
4047,40472,Power Filters,4047
4047,40470,Unspecified,4047
4090,40901,Computer Hardware Hire,4090
4090,40902,Computer Hardware Repair,4090
4090,40903,Computer Hardware Installation,4090
4090,40904,Computer Hardware Warranties,4090
4090,40905,Computer Hardware Service,4090
4090,40900,Unspecified,4090
4099,40990,Unspecified,4099
4110,41101,3.5 inches,4110
4110,41102,5.25 inches,4110
4110,41103,JAZ,4110
4110,41104,Mini-Disk,4110
4110,41105,Zip,4110
4110,41100,Unspecified,4110
4111,41110,Unspecified,4111
4121,41211,CD,4121
4121,41212,DVD,4121
4121,41213,Blu Ray,4121
4121,41210,Unspecified,4121
4122,41220,Unspecified,4122
4199,41990,Unspecified,4199
4123,41231,XD Cards,4123
4123,41232,SD Cards,4123
4123,41233,Other,4123
4123,41230,Unspecified,4123
4210,42101,Bags,4210
4210,42102,Cases,4210
4210,42103,Wallets,4210
4210,42100,Unspecified,4210
4211,42110,Unspecified,4211
4213,42131,Desk Top,4213
4213,42132,Notebook,4213
4213,42133,Privacy,4213
4213,42130,Unspecified,4213
4214,42141,Arms,4214
4214,42142,Risers,4214
4214,42140,Unspecified,4214
4216,42161,Mousemats,4216
4216,42162,Wrist Rests,4216
4216,42163,Sets,4216
4216,42160,Unspecified,4216
4217,42170,Unspecified,4217
4218,42180,Unspecified,4218
4220,42201,Boxes,4220
4220,42202,Wallets,4220
4220,42203,Other,4220
4220,42200,Unspecified,4220
4225,42251,Screen,4225
4225,42252,Printer/Toner,4225
4225,42253,Phone,4225
4225,42254,Computer/Peripherals,4225
4225,42255,General,4225
4225,42250,Unspecified,4225
4230,42300,Unspecified,4230
4299,42990,Unspecified,4299
4310,43100,Unspecified,4310
4311,43110,Unspecified,4311
4312,43120,Unspecified,4312
4313,43130,Unspecified,4313
4314,43140,Unspecified,4314
4315,43151,Black,4315
4315,43152,Colour,4315
4315,43153,Assorted,4315
4315,43150,Unspecified,4315
4317,43171,Cyan,4317
4317,43172,Magenta,4317
4317,43173,Yellow,4317
4317,43174,Black,4317
4317,43175,MultiColour,4317
4317,43176,Laser Toner Accessories,4317
4317,43170,Unspecified,4317
4318,43181,0-0.3mm,4318
4318,43182,0.35 - 0.5mm,4318
4318,43183,0.51-0.7mm,4318
4318,43180,Unspecified,4318
4319,43190,Unspecified,4319
4320,43200,Unspecified,4320
4321,43210,Unspecified,4321
4322,43220,Unspecified,4322
4323,43230,Unspecified,4323
4324,43240,Unspecified,4324
4325,43250,Unspecified,4325
4326,43260,Unspecified,4326
4327,43270,Unspecified,4327
4328,43280,Unspecified,4328
4329,43290,Unspecified,4329
4330,43300,Unspecified,4330
4399,43990,Unspecified,4399
4410,44100,Unspecified,4410
4411,44110,Unspecified,4411
4412,44120,Unspecified,4412
4413,44130,Unspecified,4413
4414,44140,Unspecified,4414
4415,44150,Unspecified,4415
4416,44160,Unspecified,4416
4417,44170,Unspecified,4417
4418,44180,Unspecified,4418
4419,44190,Unspecified,4419
4420,44200,Unspecified,4420
4421,44210,Unspecified,4421
4422,44220,Unspecified,4422
4423,44230,Unspecified,4423
4424,44240,Unspecified,4424
4499,44990,Unspecified,4499
5010,50101,Desktop Calculator,5010
5010,50102,Printing Calculator,5010
5010,50103,Handheld Calculator,5010
5010,50104,Scientific Calculator,5010
5010,50105,Data Calculator,5010
5010,50100,Unspecified,5010
5011,50110,Unspecified,5011
5012,50120,Unspecified,5012
5013,50130,Unspecified,5013
5014,50140,Unspecified,5014
5015,50151,Thermal,5015
5015,50152,Laser/Inkjet/Bubble,5015
5015,50150,Unspecified,5015
5016,50160,Unspecified,5016
5017,50170,Unspecified,5017
5018,50181,Typewriter,5018
5018,50182,Word Processor,5018
5018,50180,Unspecified,5018
5019,50190,Unspecified,5019
5020,50201,A4 ,5020
5020,50202,A3,5020
5020,50203,ID,5020
5020,50204,Other Sizes,5020
5020,50200,Unspecified,5020
5021,50210,Unspecified,5021
5022,50220,Unspecified,5022
5023,50231,Headsets,5023
5023,50230,Unspecified,5023
5024,50240,Unspecified,5024
5025,50250,Unspecified,5025
5026,50260,Unspecified,5026
5027,50270,Unspecified,5027
5028,50280,Unspecified,5028
5029,50290,Unspecified,5029
5030,50300,Unspecified,5030
5090,50901,Office Machine Hire,5090
5090,50902,Office Machine Repair,5090
5090,50903,Office Machine Installation,5090
5099,50990,Unspecified,5099
5110,51100,Unspecified,5110
5112,51121,210mmx,5112
5112,51122,216mmx,5112
5112,51120,Unspecified,5112
5114,51140,Unspecified,5114
5115,51151,Bags/Sacks,5115
5115,51152,Various,5115
5115,51150,Unspecified,5115
5116,51160,Unspecified,5116
5117,51171,36-43mm,5117
5117,51172,44-56mm,5117
5117,51173,57mm,5117
5117,51174,58mm +,5117
5117,51170,Unspecified,5117
5118,51181,0-10mm,5118
5118,51182,11-20mm,5118
5118,51183,21-30mm,5118
5118,51184,31-50mm,5118
5118,51180,Unspecified,5118
5119,51191,A5,5119
5119,51192,A4,5119
5119,51193,A3,5119
5119,51194,A2,5119
5119,51195,A7,5119
5119,51196,Other Sizes,5119
5119,51190,Unspecified,5119
5120,51201,0-5mm,5120
5120,51202,6-10mm,5120
5120,51203,11-15mm,5120
5120,51200,Unspecified,5120
5121,51210,Unspecified,5121
5122,51220,Unspecified,5122
5123,51230,Unspecified,5123
5124,51241,AA,5124
5124,51242,AAA,5124
5124,51243,C,5124
5124,51244,D,5124
5124,51245,P3 (9V),5124
5124,51246,Other,5124
5124,51240,Unspecified,5124
5125,51250,Unspecified,5125
5126,51260,Unspecified,5126
5199,51990,Unspecified,5199
6010,60101,Radial,6010
6010,60102,Wave,6010
6010,60103,Rectangular,6010
6010,60104,Extension,6010
6010,60105,Reception,6010
6010,60106,Accessories,6010
6010,60107,Legs,6010
6010,60100,Unspecified,6010
6011,60111,Left Handed,6011
6011,60112,Right Handed,6011
6011,60113,Pedestal,6011
6011,60114,Mobile,6011
6011,60115,VDU,6011
6011,60116,Accessories,6011
6011,60117,Other,6011
6011,60110,Unspecified,6011
6012,60121,Table,6012
6012,60122,Lectern,6012
6012,60123,Other,6012
6012,60120,Unspecified,6012
6013,60131,Desk,6013
6013,60132,Floor Standing,6013
6013,60133,Accessories,6013
6013,60134,Other,6013
6014,60141,Shaped,6014
6014,60142,Folding,6014
6014,60143,Extension/Cantilever,6014
6014,60144,Reception,6014
6014,60145,Boardroom,6014
6014,60146,Office,6014
6014,60147,Various,6014
6014,60140,Unspecified,6014
6015,60150,Unspecified,6015
6016,60161,Single Drawer,6016
6016,60162,Two-Drawer,6016
6016,60163,Three-Drawer,6016
6016,60164,Four Drawer,6016
6016,60165,Combi-Units,6016
6016,60166,Multi-drawer,6016
6016,60160,Unspecified,6016
6017,60171,Single Drawer,6017
6017,60172,Two Drawer,6017
6017,60173,Three Drawer,6017
6017,60174,Four Drawer,6017
6017,60175,Conversion Kit,6017
6017,60176,Other,6017
6017,60170,Unspecified,6017
6018,60181,Cupboards H up to 1200mm,6018
6018,60182,Cupboards H over 1200mm,6018
6018,60183,Fitments,6018
6018,60184,Lockers,6018
6018,60185,Other,6018
6018,60180,Unspecified,6018
6019,60191,H up to 1200mm,6019
6019,60192,H over 1200mm,6019
6019,60193,Fitments,6019
6019,60194,Other,6019
6019,60190,Unspecified,6019
6020,60200,Unspecified,6020
6021,60211,Kitchen Units/Cupboards,6021
6021,60212,Tables,6021
6021,60213,Seating,6021
6021,60214,Other,6021
6021,60210,Unspecified,6021
6022,60220,Unspecified,6022
6023,60231,Furniture Accessories,6023
6023,60232,Seating Accessories,6023
6023,60230,Unspecified,6023
6024,60241,High Back,6024
6024,60242,Medium Back,6024
6024,60243,Low Back,6024
6024,60240,Unspecified,6024
6025,60251,High Back,6025
6025,60252,Medium Back,6025
6025,60253,Low Back,6025
6025,60254,With Arms,6025
6025,60255,Without Arms,6025
6025,60256,Draughtsman,6025
6025,60257,Industrial,6025
6025,60258,Other,6025
6025,60250,Unspecified,6025
6026,60261,Chairs with Arms,6026
6026,60262,Chairs without Arms,6026
6026,60263,Sofas,6026
6026,60264,Side Unit,6026
6026,60265,Multi-Unit,6026
6026,60260,Unspecified,6026
6027,60271,Stacking,6027
6027,60272,Folding,6027
6027,60273,With Arms,6027
6027,60274,Side,6027
6027,60270,Unspecified,6027
6028,60281,Desks/Tables,6028
6028,60282,Seating,6028
6028,60283,Storage,6028
6028,60284,Other,6028
6028,60280,Unspecified,6028
6090,60901,Furniture Hire,6090
6090,60902,Furniture Repair,6090
6090,60903,Furniture Installation,6090
6110,61101,Round,6110
6110,61102,Square,6110
6110,61103,Other,6110
6110,61100,Unspecified,6110
6111,61110,Unspecified,6111
6112,61121,Footrest,6112
6112,61122,Stool,6112
6112,61120,Unspecified,6112
6113,61131,Wall,6113
6113,61132,Alarm,6113
6113,61130,Unspecified,6113
6114,61140,Unspecified,6114
6115,61151,A5,6115
6115,61152,A4,6115
6115,61153,A3,6115
6115,61154,1/3 A4,6115
6115,61155,Foolscap,6115
6115,61156,Other,6115
6115,61150,Unspecified,6115
6116,61161,Clip,6116
6116,61162,Aluminium,6116
6116,61163,Frameless,6116
6116,61164,Wooden,6116
6116,61165,Digital ,6116
6116,61160,Unspecified,6116
6117,61171,A4,6117
6117,61172,A2,6117
6117,61170,Unspecified,6117
6118,61180,Unspecified,6118
6119,61190,Unspecified,6119
6120,61201,Desk,6120
6120,61202,Table,6120
6120,61203,Other,6120
6120,61200,Unspecified,6120
6121,61210,Unspecified,6121
6122,61220,Unspecified,6122
6123,61231,Desk,6123
6123,61232,Pedestal,6123
6123,61233,Wall Mounted,6123
6123,61230,Unspecified,6123
6124,61241,Oil,6124
6124,61242,Fan,6124
6124,61240,Unspecified,6124
6125,61250,Unspecified,6125
6125,61251,Chair Mats,6125
6125,61252,Door Mats,6125
6126,61261,Fluorescent,6126
6126,61262,Halogen,6126
6126,61263,LED,6126
6126,61264,Low Energy,6126
6126,61265,Tungsten,6126
6126,61266,Other,6126
6126,61260,Unspecified,6126
6127,61271,Paper,6127
6127,61272,Metal,6127
6127,61273,Glass,6127
6127,61274,Plastic,6127
6127,61275,Mixed,6127
6127,61276,Printer Supplies,6127
6127,61277,WEEE,6127
6127,61270,Unspecified,6127
6190,61900,Unspecified,6190
6199,61990,Unspecified,6199
6210,62100,Unspecified,6210
6211,62110,Unspecified,6211
6212,62121,Kits,6212
6212,62122,Holders,6212
6212,62123,Inserts,6212
6212,62124,Others,6212
6212,62120,Unspecified,6212
6213,62131,Cash,6213
6213,62132,Document,6213
6213,62130,Unspecified,6213
6214,62141,CCTV,6214
6214,62142,Alarms,6214
6214,62143,Detectors,6214
6214,62144,Security Mirrors,6214
6214,62140,Unspecified,6214
6215,62151,Fobs & Tags,6215
6215,62153,Key Cabinets ,6215
6215,62154,Other,6215
6215,62155,Swipe Cards,6215
6215,62150,Unspecified,6215
6216,62161,Fire,6216
6216,62162,Smoking,6216
6216,62163,Protection,6216
6216,62164,Advice,6216
6216,62165,Orders,6216
6216,62160,Unspecified,6216
6218,62181,Dry Powder,6218
6218,62182,Foam,6218
6218,62183,Water,6218
6218,62184,Co2,6218
6218,62185,Blanket,6218
6218,62186,Other,6218
6218,62180,Unspecified,6218
6219,62191,Safes,6219
6219,62192,Locks,6219
6219,62193,Fire Safes,6219
6219,62190,Unspecified,6219
6290,62900,Unspecified,6290
6299,62990,Unspecified,6299
6311,63111,Bench,6311
6311,63112,Sorters,6311
6311,63113,Steps/Ladders,6311
6311,63110,Unspecified,6311
6312,63121,Bags,6312
6312,63122,Box,6312
6312,63123,Bubble Wrap,6312
6312,63124,Paper,6312
6312,63125,Film,6312
6312,63126,Poly,6312
6312,63127,String/Twine,6312
6312,63128,Assorted,6312
6312,63129,Document Envelope,6312
6312,63120,Unspecified,6312
6313,63130,Unspecified,6313
6314,63140,Unspecified,6314
6315,63150,Unspecified,6315
6316,63160,Unspecified,6316
6317,63170,Unspecified,6317
6318,63180,Unspecified,6318
6319,63191,Boxes,6319
6319,63192,Container,6319
6319,63193,Crate,6319
6319,63194,Lid,6319
6319,63190,Unspecified,6319
6320,63201,Trolley,6320
6320,63202,Truck,6320
6320,63203,Sack,6320
6320,63200,Unspecified,6320
6321,63211,Hand,6321
6321,63212,Power,6321
6321,63210,Unspecified,6321
6322,63220,Unspecified,6322
6399,63990,Unspecified,6399
7010,70101,Coffee,7010
7010,70102,Tea,7010
7010,70103,Milk,7010
7010,70104,Hot Drinks,7010
7010,70105,Cold Drinks,7010
7010,70106,Assorted,7010
7010,70100,Unspecified,7010
7011,70111,Oven/Microwave,7011
7011,70112,Kettle,7011
7011,70113,Coffee Maker,7011
7011,70114,Sandwich Maker,7011
7011,70115,Toaster,7011
7011,70116,Fridge,7011
7011,70117,Various,7011
7011,70110,Unspecified,7011
7012,70121,Hamper,7012
7012,70122,Sugar,7012
7012,70123,Sweets/Chocolate,7012
7012,70124,Biscuits,7012
7012,70125,Breakfast/Snacks,7012
7012,70126,Various,7012
7012,70120,Unspecified,7012
7013,70131,Water,7013
7013,70132,Thermos,7013
7013,70133,Machines,7013
7013,70130,Unspecified,7013
7014,70141,Ice,7014
7014,70142,Foil/Film,7014
7014,70143,Tissues/Rolls,7014
7014,70144,Serviettes/Napkins,7014
7014,70145,Other,7014
7014,70140,Unspecified,7014
7015,70151,Cutlery,7015
7015,70152,Crockery,7015
7015,70153,Cups/Mugs/Glasses,7015
7015,70154,Flasks/Urns,7015
7015,70155,Cooking Utensils,7015
7015,70156,Accessories,7015
7015,70150,Unspecified,7015
7090,70900,Unspecified,7090
7099,70990,Unspecified,7099
7110,71101,Kitchen/Washroom Cleaning,7110
7110,71102,Hand/Soap,7110
7110,71103,Office Cleaning,7110
7110,71104,External,7110
7110,71105,Other,7110
7110,71106,Paper Rolls,7110
7110,71100,Unspecified,7110
7111,71111,Bucket/Wringer,7111
7111,71112,Mop/Broom/Brush,7111
7111,71113,Vacuum,7111
7111,71114,Draining Rack,7111
7111,71115,Binliner/Bags,7111
7111,71116,Cloths etc,7111
7111,71117,Assorted,7111
7111,71118,Trolleys,7111
7111,71119,Paper Rolls Dispensers,7111
7111,71110,Unspecified,7111
7112,71121,Bins,7112
7112,71120,Unspecified,7112
7113,71131,Toilet Rolls,7113
7113,71132,Sheet,7113
7113,71133,Towel,7113
7113,71134,Soap,7113
7113,71135,Fragrance,7113
7113,71136,Air Freshener,7113
7113,71137,Feminine Hygiene,7113
7113,71138,Facial Tissues,7113
7113,71139,Other Rolls,7113
7113,71130,Unspecified,7113
7114,71141,Toilet Rolls,7114
7114,71142,Sheet,7114
7114,71143,Towel,7114
7114,71144,Soap,7114
7114,71145,Fragrance,7114
7114,71146,Air Freshener,7114
7114,71147,Feminine Hygiene,7114
7114,71148,Other Rolls,7114
7114,71140,Unspecified,7114
7115,71150,Unspecified,7115
7199,71990,Unspecified,7199
7210,72101,Boots,7210
7210,72102,Shoes,7210
7210,72103,Trainers,7210
7210,72104,Wellingtons,7210
7210,72100,Unspecified,7210
7211,72111,Caps,7211
7211,72112,Helmets,7211
7211,72113,Accessories,7211
7211,72110,Unspecified,7211
7212,72121,Ear Defenders,7212
7212,72122,Ear Plugs,7212
7212,72123,Accessories,7212
7212,72120,Unspecified,7212
7213,72131,Eye shields,7213
7213,72132,Goggles,7213
7213,72133,Spectacles,7213
7213,72134,Visors,7213
7213,72130,Unspecified,7213
7214,72141,Air Fed,7214
7214,72142,Full Face,7214
7214,72143,Half Face,7214
7214,72144,Accessories,7214
7214,72140,Unspecified,7214
7215,72151,Disposable Gloves,7215
7215,72152,General Purpose Gloves,7215
7215,72153,Goods Handling Gloves,7215
7215,72150,Unspecified,7215
7299,72990,Unspecified,7299
7310,73101,Hi-Visibility,7310
7310,73102,Waterproof,7310
7310,73100,Unspecified,7310
7311,73111,Hi-Visibility,7311
7311,73110,Unspecified,7311
7312,73121,Hi-Visibility,7312
7312,73120,Unspecified,7312
7313,73131,Hi-Visibility,7313
7313,73132,Waterproof,7313
7313,73130,Unspecified,7313
7314,73141,Hi-Visibility,7314
7314,73142,Waterproof,7314
7314,73140,Unspecified,7314
7315,73151,Boots,7315
7315,73152,Shoes,7315
7315,73153,Trainers,7315
7315,73154,Wellingtons,7315
7315,73150,Unspecified,7315
7399,73990,Unspecified,7399
8016,80160,Unspecified,8016
8017,80170,Unspecified,8017
8018,80180,Unspecified,8018
8019,80191,Christmas,8019
8019,80192,Assorted,8019
8019,80190,Unspecified,8019
8020,80200,Unspecified,8020
8021,80210,Unspecified,8021
8099,80990,Unspecified,8099
8110,81100,Unspecified,8110
8111,81110,Unspecified,8111
8112,81120,Unspecified,8112
8113,81130,Unspecified,8113
8199,81990,Unspecified,8199
8310,83100,Unspecified,8310
8311,83111,Car Mounts (Lighter Plug-ins),8311
8311,83112,Hands Free Kits,8311
8311,83110,Unspecified,8311
8312,83121,MP3 Players,8312
8312,83122,MP4 Players,8312
8312,83120,Unspecified,8312
8313,83130,Unspecified,8313
8314,83140,Unspecified,8314
8410,84101,Badges,8410
8410,84102,Balloons,8410
8410,84103,"Banners, Bunting & Ribbon",8410
8410,84104,Candles,8410
8410,84105,Confetti,8410
8410,84106,Glitter,8410
8410,84107,Christmas Decorations,8410
8410,84108,Other,8410
8410,84100,Unspecified,8410
9990,99900,Unspecified,9990
9999,99990,Unspecified,9999
