product_id,taxon_id
2880,14295
6533,61252
2881,14290
15153,43174
2882,14251
6,43152
6534,61252
11271,60251
18854,71121
15154,43152
18855,71121
19286,50130
4,71115
2883,14251
1037,70122
1,43152
19,71101
8,71101
6535,61252
5,71101
2884,14292
11272,60251
20,71101
1038,71148
9172,43173
21,71101
3,71101
5300,14122
9,71115
2885,14292
11,43152
7,10101
6536,61252
10,71101
19287,50130
12,10101
5301,14122
9173,43174
5302,14122
11273,60251
18856,71121
13,71101
2886,14292
14,71115
6537,61252
2887,14292
15,71101
4974,19990
15155,43152
11274,60251
4975,19990
19288,50130
2888,14292
16,71103
6538,61252
17,71134
4976,19990
2889,14292
18,71134
15156,43152
2890,14294
11239,60144
4977,19990
6539,61252
19289,50130
22,71101
2891,14294
23,71101
15157,43151
6540,61252
24,71103
2892,14292
11275,60251
6541,61252
19290,50130
15158,43151
25,71103
2893,14295
9833,12123
26,71103
4978,19990
2894,14295
6542,61252
4979,19990
11276,60251
6543,61252
9834,12122
19291,50130
15159,43152
19185,71990
27,71103
2895,14295
28,71103
11277,60251
29,71101
2896,14292
33,71101
6544,61250
19292,50130
15160,43152
14778,18122
19186,71990
30,71101
2897,14292
31,71103
6545,61252
2898,14297
32,71101
11278,60251
19293,50130
2899,14297
6546,61252
15161,43152
9755,41220
19187,71990
11279,13122
34,71103
5303,14285
2900,14297
35,71103
6547,61252
36,71103
2901,14297
5304,14285
15162,43174
11280,60232
19294,50130
5305,14283
37,71103
2758,70105
38,71101
6548,61252
2902,14297
39,71103
2759,70105
40,71103
11281,60260
6549,61252
2760,70105
4980,19990
15163,43174
19295,50130
2903,14104
41,71101
11282,60260
42,71101
2904,14104
4981,19990
43,71103
6550,61252
2905,14294
15164,43174
19296,50130
4982,19990
11283,60144
19297,50130
44,71103
6551,62181
45,71103
2906,14252
46,71101
5306,14282
50,71103
2907,14251
15165,43174
11240,60260
6552,62181
5307,14284
19298,50130
47,71101
2908,14251
48,71103
4983,19990
49,71103
2909,14252
15166,43171
11284,60232
6553,62181
4984,19990
14785,18121
4985,19990
11285,60232
19299,50130
2910,14252
51,71101
9174,43176
6554,62182
2911,14292
52,71115
53,71103
2912,14160
6555,62184
15135,43151
9175,43220
11286,60241
19300,71144
54,71103
10160,72152
55,71103
2913,14101
56,71103
6556,62182
2914,14101
15167,43173
2915,14302
10161,72152
11287,60241
21703,13993
15168,43172
18857,71121
6557,62183
57,71103
2916,14302
58,71103
4986,19990
59,71103
2917,14251
6558,62185
11288,60241
4987,19990
19301,71133
15169,43151
60,71103
2918,14101
4988,19990
61,71103
2919,14101
62,71103
6559,62185
4989,19990
11289,60241
19302,71133
4990,19990
15170,43152
2313,15290
63,71103
2920,14101
64,71103
2314,15290
6560,62142
65,71101
2315,32102
2921,14101
11290,60260
6561,42101
19303,71133
15171,43152
2922,14101
66,71140
6562,42101
67,71134
2923,14102
68,71134
11291,60260
2924,14111
6563,42101
14385,17174
6564,19171
19304,71144
15172,43152
21704,13993
69,71134
2925,14111
70,71133
6565,42100
2926,14111
71,71133
2927,14111
11292,60261
6566,42102
15173,43151
19305,71141
72,71133
2928,14111
73,71106
10032,63121
4991,19990
2929,14111
74,71106
75,71133
6567,19163
2930,14111
11293,60261
4992,43120
15174,43151
19306,71132
2931,14290
76,71106
6568,42102
77,71133
2932,14251
11294,60260
78,71106
2933,14285
6569,10183
15175,43152
11295,60260
18603,62990
19307,70144
79,71133
6570,10183
2934,14114
80,71133
81,71106
9176,43152
2935,14114
6571,40363
11296,60260
19308,71144
9177,43152
15176,43152
21705,13993
82,71115
2936,14114
83,12182
11297,60265
6572,40363
2937,14114
84,12182
2938,14114
6573,40363
19309,71131
11298,60265
15177,43152
85,71116
86,17137
2939,14111
6574,40363
87,12180
15136,43152
2940,14111
11299,60265
6575,40363
11300,60260
19310,71141
15137,43152
88,12181
2316,15290
89,12181
2941,14111
2317,15290
90,12181
6576,40363
2942,14111
2318,16124
6577,40363
11301,60265
15178,43174
19311,71131
91,12181
2943,14292
92,12185
6578,40363
93,12186
2944,14292
11302,60260
2945,14292
6579,40363
15179,43171
11303,60265
19312,71133
94,72122
6580,40363
95,31160
2946,14292
96,40181
2947,14104
6581,43120
11304,60144
4993,43120
19313,71144
15138,43152
11305,60144
97,40181
6582,40160
2539,40204
98,72121
2948,14104
99,31160
2540,40203
15180,43172
2949,14101
2541,40204
6583,40160
19314,71142
11306,60114
100,12182
6584,40160
2950,14101
101,12182
15181,43173
102,12182
2951,14101
6585,40160
11307,60114
21706,51192
19315,71132
10086,63123
15182,43174
6586,40160
2952,14101
103,62173
11308,60114
104,72990
9178,43171
2953,14101
6587,99900
15183,43171
9179,43174
11309,60114
19316,71132
105,72112
2954,14101
106,18190
6588,99900
2955,14101
107,18190
11310,60114
108,12188
2956,14101
6589,99900
15184,43172
11311,60117
19317,71144
109,14253
2957,14297
110,14253
6590,99900
111,14253
2958,14297
11312,32122
2959,14297
6591,19145
15139,43152
19318,71144
11313,32122
15185,43173
2960,14297
112,14253
113,14253
6592,19145
2961,14297
114,14253
2962,14297
19319,71144
6593,19140
11314,32122
15186,43173
19320,71132
2963,14297
115,14253
6594,19131
116,14253
2964,14111
117,17164
11315,32122
2965,14111
6595,19136
15187,43190
2966,14111
11316,32102
19321,71144
118,17164
9180,43173
2967,14111
119,72990
6596,19131
120,17182
2968,14111
15188,43174
6597,19132
11317,32102
9181,43171
19322,71141
2969,14102
121,12183
11318,32102
122,61220
2970,14101
123,61220
6598,15110
15189,43190
2971,14101
11319,32102
2972,14101
19323,71144
15190,43171
6599,19132
124,12182
2973,14101
125,12182
9182,43172
6600,19131
2974,14101
14994,70101
10171,62990
2975,14101
9183,43173
11320,60260
10172,62990
15191,43151
19324,71144
126,72120
2976,14101
127,72122
6601,19136
128,61220
2977,14252
2978,14252
6602,19131
11321,60144
15192,43152
19325,71144
129,61220
130,17196
11322,14182
2979,14252
131,12181
6603,19132
2980,14251
6604,19131
15140,43152
11323,14182
19326,71132
132,12181
6605,19131
2981,14251
133,12181
134,72140
2982,14252
6606,19136
15193,43151
11324,14182
19327,70144
15194,43152
135,41110
2983,14252
6607,19126
136,73990
2984,14252
11325,14182
6608,19145
19328,70144
6609,19125
15195,43174
19329,71133
137,41110
2985,14252
138,41110
11326,14182
6610,19125
2986,14252
139,41101
15196,43171
140,41110
2987,14252
14824,32113
6611,19120
19330,71144
141,12183
142,41211
6612,19121
2988,14252
143,41110
11241,60260
2989,14252
15197,43172
6613,19126
11242,60144
6614,19125
15198,43173
19331,71144
144,41110
2990,14252
2761,70105
145,41110
5308,14221
146,41110
2762,70105
2991,14252
11327,14182
2763,70105
5309,14221
6615,19125
15199,43174
5310,15242
19332,71144
147,41212
2992,14252
148,41110
6616,19120
149,41110
2993,14252
11328,14183
5965,40140
6617,19121
15200,43152
19333,71144
150,41211
2994,14251
151,41211
6618,19120
11329,60241
152,41110
2995,14251
6619,19121
6221,51140
15141,43152
11330,60241
19334,71144
153,41110
2996,14101
6620,19125
154,41211
2997,14252
155,41211
4994,43174
11243,60271
6621,19125
4995,16151
15201,43152
19335,71132
6622,19125
156,41211
2998,14161
157,41211
2999,14161
158,41211
15202,43152
6623,19121
3000,14111
11331,14253
19336,70144
18858,71121
15203,43152
6624,19131
159,41211
3001,14111
160,41212
11332,14253
161,12183
3002,14252
6625,19131
19337,71132
15204,43152
19338,71132
3003,42203
162,12183
6626,19125
163,41212
3004,14292
164,12188
11244,60271
6627,19125
3005,12202
15205,43152
6628,19120
11245,60271
19339,70144
165,12188
3006,14251
166,12182
5207,71101
167,73990
3007,14111
11333,14253
5208,71101
3008,14162
6629,19121
15142,43151
11334,14253
19340,70144
168,73990
6630,19125
169,41212
3009,14162
170,41212
11246,60271
3010,14152
6631,19125
15206,43152
6632,19125
21707,51193
11247,60271
19341,70144
3011,14151
171,41212
172,41212
3012,14252
15207,43152
6234,51140
6633,19120
6235,14221
11335,14253
6634,19121
14880,30170
19342,71132
14995,70101
173,62100
3013,14252
174,12186
3014,14252
175,41212
6635,19125
11248,60271
3015,14252
5209,71103
15143,43152
6636,19120
11249,60232
19343,71144
176,41212
177,41212
3016,14160
178,41110
15208,43152
6637,19121
3017,14122
5140,71103
11336,18232
6638,19125
14912,32111
19344,70144
14913,32111
179,41212
11337,18232
3018,14141
180,41212
6639,19125
181,41212
3019,14141
15209,43152
6640,19125
11338,18232
19345,71144
182,41212
6641,19125
3020,14297
183,41212
6272,50160
184,41212
3021,14297
15210,43152
11339,18232
6273,51140
6642,19121
19346,71144
14914,32111
185,41211
6643,19131
5024,18261
3022,14291
186,41110
187,41212
11340,12203
3023,14292
14928,20150
5025,18261
6644,19125
15211,43152
19347,71144
11341,12203
6645,19125
188,12184
189,12181
3024,14297
6646,19125
190,12181
3025,14150
191,62100
15212,43152
6647,19125
11250,60271
19348,71144
6648,19125
192,41220
3026,14292
15213,43152
193,62100
6649,19125
3027,14133
11342,14182
19349,71141
6650,19125
15214,43152
6651,19125
19350,71131
194,17164
3028,14132
195,17164
6652,19125
3029,14141
196,41220
15215,43151
3030,14130
11251,60271
6653,19125
6654,19125
15216,43152
19351,71133
197,41220
3031,14141
198,41220
11252,60271
199,41220
6655,19125
3032,14292
6656,19125
15217,43153
19352,71132
6657,19125
3033,14292
200,41213
11343,14182
201,40363
3034,14294
6658,19125
3035,14292
15218,43174
11344,14183
6659,19145
19353,71144
15219,43171
202,12186
6660,19145
203,12187
10467,71138
3036,14295
204,41220
9184,43171
6661,63192
3037,14101
11345,14183
6662,63202
19354,71132
10468,71131
205,40363
3038,14252
206,61220
11253,60271
207,41220
15220,43172
3039,14113
6663,63201
3040,14113
11254,60252
6664,63202
19355,71132
15221,43173
208,41220
3041,14113
209,41220
210,41220
3042,14141
6665,63201
3043,14201
11255,60252
19356,71132
6666,63201
15222,43174
19357,71133
211,17182
11346,14183
3044,60162
212,41220
6667,63192
213,41220
3045,60165
15223,43174
11347,12123
6668,63113
15224,43173
3046,14201
214,41220
6669,63192
215,17102
3047,14201
11348,12122
216,17102
6670,63201
19358,71141
11349,12123
15225,43173
19359,71144
6285,51140
3048,14201
217,41110
218,17164
3049,14201
219,17182
6671,63201
6286,51140
11350,12122
15226,43173
6287,51140
15227,43173
3050,14201
220,41220
6672,63201
11351,12123
3051,14201
221,18261
6288,51140
222,18261
19360,71131
3052,60162
6289,51140
9185,43174
15000,70101
15122,43174
6673,63201
223,18261
11352,12122
3053,60162
224,18261
15228,43174
225,18261
6674,63203
3054,60163
11353,12123
19361,71144
15229,43171
6675,63201
226,18261
3055,60163
227,18261
11354,12122
228,18261
6676,63113
3056,60164
15144,43151
11355,71133
19362,71132
229,12182
6677,63203
4996,16152
3057,60164
230,12182
231,41110
10485,71119
4997,16152
6678,63202
19363,71134
11356,71133
15230,43172
232,41110
3058,60166
233,41220
6679,63201
3059,60163
234,41220
11357,71133
3060,60231
6680,63201
15231,43173
19364,71144
15232,43174
21708,70102
235,41220
11358,71133
3061,60231
236,41220
6681,63203
237,41220
3062,60231
14929,20150
6682,70101
11359,71133
15233,43171
14930,20162
19365,10162
3063,60231
6683,70101
238,41220
3064,60162
