product_id,taxon_id,,,
11279,13122,,,
359,42132,,,
34,71103,,,
15999,43173,,,
5303,14285,,,
14434,63124,,,
35,71103,,,
19323,71144,,,
6761,51182,,,
11836,15103,,,
12353,60164,,,
2900,14297,,,
3163,60181,,,
19947,62161,,,
11281,60260,,,
15992,43151,,,
2689,15121,,,
2691,15290,,,
4827,43173,,,
6483,41990,,,
6547,61252,,,
6010,40130,,,
1233,13163,,,
36,71103,,,
14935,20162,,,
7995,43152,,,
16398,61163,,,
2901,14297,,,
6762,51182,,,
1234,13163,,,
5304,14285,,,
12357,60162,,,
11406,51192,,,
15162,43174,,,
18386,63110,,,
3610,71110,,,
11280,60232,,,
4831,43173,,,
3933,43172,,,
19294,50130,,,
19395,17196,,,
2699,15121,,,
5305,14283,,,
1235,13163,,,
15305,43174,,,
2703,15242,,,
37,71103,,,
2758,70105,,,
8777,40240,,,
12361,60142,,,
360,42131,,,
38,71101,,,
19618,50110,,,
4837,43171,,,
6548,61252,,,
3164,60182,,,
6012,43150,,,
16833,73141,,,
2902,14297,,,
7301,10142,,,
16404,61162,,,
361,15171,,,
39,71103,,,
3934,43173,,,
20278,63180,,,
2759,70105,,,
6763,51182,,,
20279,63180,,,
2710,73141,,,
40,71103,,,
11837,15241,,,
362,15171,,,
21576,70142,,,
2712,73141,,,
6549,61252,,,
15306,43174,,,
15993,43152,,,
2760,70105,,,
12370,60200,,,
3165,60162,,,
2715,72133,,,
4980,19990,,,
4848,43151,,,
7302,16990,,,
11407,51192,,,
15163,43174,,,
4854,43151,,,
19295,50130,,,
6764,51182,,,
8017,43152,,,
14882,32121,,,
19619,50102,,,
2903,14104,,,
13041,13144,,,
11408,51192,,,
6022,43152,,,
41,71101,,,
8021,43151,,,
1236,14252,,,
19396,30111,,,
11282,60260,,,
35757,19102,,,
16413,61160,,,
42,71101,,,
15307,43173,,,
3935,43174,,,
2904,14104,,,
6031,43152,,,
15308,43174,,,
20282,63180,,,
4981,19990,,,
19965,62164,,,
16840,71101,,,
15309,43174,,,
43,71103,,,
6032,43153,,,
4870,43171,,,
6550,61252,,,
363,42132,,,
39454,61270,,,
6036,43151,,,
2905,14294,,,
6765,51182,,,
18383,63211,,,
1237,14252,,,
15164,43174,,,
2742,73141,,,
3166,60162,,,
11838,15241,,,
19296,50130,,,
3936,43170,,,
364,42131,,,
4982,19990,,,
10584,43172,,,
11283,60144,,,
13049,60256,,,
1238,14252,,,
19297,50130,,,
365,18190,,,
2743,73141,,,
44,71103,,,
3167,60163,,,
7303,16990,,,
6551,62181,,,
16418,61162,,,
8798,40240,,,
11409,51192,,,
36825,43300,,,
46,71101,,,
2754,73131,,,
15994,43174,,,
19338,71132,,,
6766,51182,,,
45,71103,,,
12390,60121,,,
16420,61163,,,
20285,63180,,,
2906,14252,,,
6767,51182,,,
3937,43174,,,
19973,62164,,,
5306,14282,,,
11410,51193,,,
1246,13114,,,
11240,60260,,,
11839,15241,,,
3007,14111,,,
14936,20165,,,
1247,13114,,,
50,71103,,,
7305,12132,,,
15310,43174,,,
1241,13123,,,
2907,14251,,,
15311,43190,,,
3943,43174,,,
15165,43174,,,
7310,12201,,,
11844,13122,,,
366,42132,,,
11246,60271,,,
1251,13115,,,
2767,70105,,,
3168,60163,,,
6552,62181,,,
6041,43151,,,
19624,50102,,,
5307,14284,,,
367,72122,,,
3951,40130,,,
19298,50130,,,
4983,19990,,,
18385,63110,,,
1260,32113,,,
13054,60101,,,
6634,19121,,,
47,71101,,,
3169,60162,,,
1257,32113,,,
2908,14251,,,
2770,43151,,,
368,72140,,,
48,71103,,,
11849,13122,,,
9303,43174,,,
6768,51182,,,
11284,60232,,,
1268,32113,,,
6636,19120,,,
49,71103,,,
1265,32113,,,
11850,14141,,,
470,17192,,,
2909,14252,,,
11852,14141,,,
15166,43171,,,
11411,51193,,,
7324,12122,,,
11854,14141,,,
4895,43174,,,
6553,62181,,,
6769,51182,,,
5002,16152,,,
1276,13122,,,
4984,19990,,,
11855,14141,,,
19397,30111,,,
35765,19102,,,
14785,18121,,,
7330,14141,,,
15313,43174,,,
4985,19990,,,
3978,43152,,,
11285,60232,,,
1290,18142,,,
15314,43174,,,
19299,50130,,,
3982,43152,,,
19634,50104,,,
6049,43152,,,
2910,14252,,,
15315,43174,,,
51,71101,,,
1289,13102,,,
3170,60162,,,
9174,43176,,,
3985,43152,,,
11864,31121,,,
19637,43200,,,
6554,62182,,,
7339,14133,,,
369,42132,,,
8050,10200,,,
2911,14292,,,
1296,18121,,,
2774,50230,,,
11412,51193,,,
52,71115,,,
6054,43151,,,
8051,10200,,,
53,71103,,,
3989,43151,,,
370,42132,,,
14883,32121,,,
12398,60121,,,
2782,50230,,,
19348,71144,,,
3171,60163,,,
11866,14251,,,
2912,14160,,,
11867,18233,,,
15445,43172,,,
6555,62184,,,
3992,43151,,,
15135,43151,,,
1308,61103,,,
6770,51182,,,
16031,43210,,,
21752,14132,,,
9175,43220,,,
371,17183,,,
2788,50230,,,
11286,60241,,,
2793,50230,,,
19643,43190,,,
3172,60163,,,
19300,71144,,,
19981,62164,,,
54,71103,,,
16032,43174,,,
4914,43174,,,
14485,42102,,,
10160,72152,,,
19644,43200,,,
2794,50230,,,
3996,43152,,,
55,71103,,,
6771,51182,,,
13059,60101,,,
39061,71101,,,
2913,14101,,,
11413,51193,,,
1315,13122,,,
56,71103,,,
5011,16151,,,
37110,32111,,,
15316,43174,,,
4915,43152,,,
6556,62182,,,
11873,14141,,,
11872,14141,,,
5210,71103,,,
2914,14101,,,
7355,14135,,,
9488,43151,,,
19647,43174,,,
15167,43173,,,
372,17136,,,
2915,14302,,,
1584,43130,,,
18384,62990,,,
3173,60166,,,
8820,70105,,,
10161,72152,,,
2795,50230,,,
11875,14141,,,
373,17111,,,
11287,60241,,,
13063,60101,,,
4008,50152,,,
8817,70105,,,
21703,13993,,,
6772,51182,,,
15168,43172,,,
2917,14251,,,
4014,43152,,,
7362,12102,,,
6558,62185,,,
3174,60163,,,
1326,32113,,,
39164,51173,,,
11288,60241,,,
1328,13122,,,
5211,71103,,,
39168,51172,,,
19329,71133,,,
9308,43171,,,
16040,30211,,,
4987,19990,,,
19652,43151,,,
11265,60251,,,
8062,43151,,,
60,71103,,,
11883,15255,,,
15224,43173,,,
1339,13121,,,
6775,51183,,,
1336,13121,,,
19301,71133,,,
7370,12162,,,
19398,30111,,,
15169,43151,,,
1340,13121,,,
4028,40130,,,
5212,71101,,,
2918,14101,,,
8824,70105,,,
1630,43174,,,
1633,43174,,,
4988,19990,,,
6773,51183,,,
1347,13112,,,
61,71103,,,
15317,43174,,,
2919,14101,,,
1354,13102,,,
1669,51140,,,
15318,43151,,,
1351,13112,,,
7377,12132,,,
1369,44180,,,
6559,62185,,,
15000,70101,,,
15319,43174,,,
1361,44180,,,
9312,43151,,,
221,18261,,,
374,61990,,,
1648,43172,,,
1359,44180,,,
62,71103,,,
1365,44180,,,
7385,71102,,,
11289,60241,,,
375,17164,,,
13065,60101,,,
1861,43174,,,
19302,71133,,,
4916,43172,,,
3175,60182,,,
1373,44180,,,
4990,19990,,,
8827,18160,,,
11266,60241,,,
15170,43152,,,
1377,44180,,,
2313,15290,,,
18387,63110,,,
1682,43174,,,
3039,14113,,,
376,42133,,,
4054,70143,,,
63,71103,,,
4057,70156,,,
6774,51183,,,
2920,14101,,,
1382,44180,,,
64,71103,,,
11904,19104,,,
1390,44180,,,
4060,70153,,,
1395,44180,,,
2796,50230,,,
3176,60181,,,
65,71101,,,
21708,70102,,,
1417,44180,,,
1408,44180,,,
1409,44180,,,
15232,43174,,,
19399,30111,,,
1418,44180,,,
15321,43173,,,
2314,15290,,,
7402,16171,,,
1428,44180,,,
6560,62142,,,
41287,63202,,,
2921,14101,,,
512,63113,,,
16071,15111,,,
7404,16171,,,
6681,63203,,,
1436,44180,,,
11290,60260,,,
15320,43171,,,
3062,60231,,,
2315,32102,,,
1535,73140,,,
13069,60101,,,
15322,43172,,,
7406,15122,,,
1454,44180,,,
15323,43172,,,
6561,42101,,,
14624,43120,,,
1457,44180,,,
15146,43151,,,
1459,44180,,,
6684,70102,,,
377,42132,,,
41289,63113,,,
19366,43120,,,
3065,60163,,,
19303,71133,,,
4998,16152,,,
15171,43152,,,
41292,63194,,,
13070,60101,,,
6562,42101,,,
378,42132,,,
11256,60252,,,
7410,15102,,,
1464,44180,,,
2922,14101,,,
4917,43174,,,
3177,60182,,,
1473,44180,,,
66,71140,,,
21266,41220,,,
2923,14102,,,
15236,43151,,,
379,42133,,,
8834,14150,,,
8063,43151,,,
7412,15102,,,
11291,60260,,,
247,72990,,,
5369,15255,,,
11363,71133,,,
41293,63192,,,
3071,60183,,,
1483,13112,,,
41294,62990,,,
68,71134,,,
2924,14111,,,
3178,63180,,,
13072,60101,,,
14385,17174,,,
16436,15112,,,
3074,60183,,,
6776,51183,,,
1486,13122,,,
6564,19171,,,
250,72140,,,
1498,13122,,,
11414,32101,,,
6563,42101,,,
1502,13122,,,
29145,60100,,,
5370,32102,,,
1510,13124,,,
1513,13124,,,
1506,13123,,,
3078,60162,,,
19400,30111,,,
6692,70101,,,
21704,13993,,,
6086,43151,,,
15147,43174,,,
11365,71131,,,
19304,71144,,,
1508,13122,,,
15324,43152,,,
15172,43152,,,
14625,43120,,,
9669,43171,,,
15325,10161,,,
70,71133,,,
11259,60261,,,
1514,13122,,,
1527,13993,,,
15149,43174,,,
69,71134,,,
6777,51183,,,
2925,14111,,,
1552,73990,,,
6565,42100,,,
1559,73990,,,
2926,14111,,,
18388,63110,,,
1604,43153,,,
380,42131,,,
71,71133,,,
1614,43153,,,
15243,43190,,,
1556,73100,,,
3179,63180,,,
2927,14111,,,
260,30170,,,
7418,15242,,,
1561,43110,,,
262,12183,,,
6570,10183,,,
1661,43190,,,
19986,62161,,,
381,42131,,,
6566,42102,,,
8837,18165,,,
5153,71103,,,
7420,15102,,,
15173,43151,,,
3087,60166,,,
11267,60252,,,
11292,60261,,,
1665,43152,,,
4097,71103,,,
9320,43174,,,
4102,71116,,,
3180,63180,,,
19305,71141,,,
2797,50230,,,
269,72122,,,
5033,61990,,,
72,71133,,,
15152,43151,,,
1677,50151,,,
16437,15112,,,
4918,43152,,,
5156,71101,,,
2928,14111,,,
19375,17102,,,
14884,32121,,,
11268,60252,,,
6087,43153,,,
73,71106,,,
1678,50151,,,
11371,14132,,,
19987,62161,,,
6779,51184,,,
10032,63121,,,
15245,43174,,,
39458,61270,,,
4991,19990,,,
2929,14111,,,
4103,71116,,,
19401,17111,,,
11374,18261,,,
29142,60231,,,
74,71106,,,
19376,17103,,,
19684,14184,,,
9674,43173,,,
15326,43171,,,
4104,71116,,,
275,72990,,,
75,71133,,,
5385,15255,,,
15327,43173,,,
6567,19163,,,
1693,43172,,,
8838,14302,,,
1696,43171,,,
382,42133,,,
4992,43120,,,
279,12183,,,
16089,15135,,,
11937,11114,,,
7431,15102,,,
3098,60162,,,
2930,14111,,,
3181,63180,,,
11935,11122,,,
11293,60261,,,
6497,61252,,,
4122,70153,,,
4920,43152,,,
1709,43174,,,
383,42133,,,
21267,41220,,,
7436,15102,,,
6292,51140,,,
384,42131,,,
4132,71102,,,
15248,43173,,,
1718,43152,,,
19691,14121,,,
9616,43174,,,
15174,43151,,,
4136,71101,,,
9618,43190,,,
15328,43172,,,
11944,11190,,,
41698,10183,,,
15329,43174,,,
2800,50230,,,
11378,60260,,,
76,71106,,,
21712,18121,,,
19694,14184,,,
15249,43174,,,
29735,14142,,,
21715,18121,,,
1730,43190,,,
19306,71132,,,
2931,14290,,,
13074,60101,,,
6568,42102,,,
385,42131,,,
18389,63110,,,
7449,15105,,,
77,71133,,,
12408,60160,,,
6781,51202,,,
2932,14251,,,
16873,71101,,,
1736,51250,,,
11294,60260,,,
386,42133,,,
78,71106,,,
16104,83110,,,
11950,11111,,,
15330,43152,,,
2933,14285,,,
4145,71103,,,
1746,43172,,,
6569,10183,,,
387,42133,,,
7455,15121,,,
15175,43152,,,
1744,43174,,,
1747,43173,,,
6782,51202,,,
11295,60260,,,
2801,50230,,,
4921,43174,,,
18603,62990,,,
11270,60251,,,
1750,43172,,,
19307,70144,,,
11956,11111,,,
19402,30111,,,
79,71133,,,
7462,15123,,,
20304,14180,,,
19482,62193,,,
1756,43190,,,
15331,43174,,,
2934,14114,,,
1761,50160,,,
7469,15241,,,
11958,11101,,,
80,71133,,,
15332,43171,,,
7466,15240,,,
81,71106,,,
4166,71101,,,
21716,14102,,,
4171,71115,,,
14885,32121,,,
9176,43152,,,
3186,84100,,,
1774,40120,,,
35760,19105,,,
2935,14114,,,
4173,71102,,,
388,42133,,,
6571,40363,,,
1773,40120,,,
18872,63111,,,
6783,51202,,,
11296,60260,,,
11966,11101,,,
4179,71115,,,
8068,43152,,,
6088,43152,,,
9177,43152,,,
389,42133,,,
4182,71115,,,
15176,43152,,,
3187,70144,,,
2812,50230,,,
21705,13993,,,
11967,11102,,,
33075,18232,,,
82,71115,,,
11415,32101,,,
4927,61152,,,
11297,60265,,,
11972,11112,,,
315,71116,,,
1788,43152,,,
3188,70144,,,
2936,14114,,,
16117,11172,,,
8839,14302,,,
14886,32121,,,
83,12182,,,
6784,51202,,,
16120,11172,,,
4929,61150,,,
6572,40363,,,
4202,10107,,,
11416,32101,,,
1798,40140,,,
2937,14114,,,
11974,11171,,,
15334,43172,,,
84,12182,,,
16122,11172,,,
19713,14284,,,
19403,30111,,,
11979,14202,,,
11983,11171,,,
11298,60265,,,
1811,40140,,,
21713,18121,,,
2938,14114,,,
390,42131,,,
1808,40140,,,
12415,60182,,,
6573,40363,,,
4208,10103,,,
391,42131,,,
19309,71131,,,
4212,11111,,,
19717,14111,,,
2939,14111,,,
327,31160,,,
6785,51202,,,
6089,43153,,,
15177,43152,,,
7504,61156,,,
3301,19105,,,
85,71116,,,
2818,14111,,,
32320,11182,,,
86,17137,,,
392,42133,,,
15136,43152,,,
11985,11171,,,
12417,60182,,,
3137,60183,,,
3190,71112,,,
11988,11105,,,
6574,40363,,,
1825,50152,,,
19718,14113,,,
3191,71112,,,
87,12180,,,
11990,11145,,,
6786,51220,,,
1826,50152,,,
2940,14111,,,
16874,71101,,,
11993,11181,,,
6787,51220,,,
11299,60265,,,
11417,30120,,,
19725,14292,,,
16132,11172,,,
6575,40363,,,
1847,43173,,,
15335,43151,,,
11418,61152,,,
11300,60260,,,
4224,50101,,,
1871,51140,,,
19310,71141,,,
394,42133,,,
18390,63110,,,
12000,31131,,,
15137,43152,,,
1875,51140,,,
3192,71112,,,
1874,51140,,,
88,12181,,,
1878,51140,,,
395,42133,,,
2316,15290,,,
1881,51140,,,
1884,51140,,,
90,12181,,,
4244,50103,,,
6748,50990,,,
89,12181,,,
3193,71112,,,
4935,61152,,,
7529,60150,,,
2941,14111,,,
19404,30111,,,
16875,71101,,,
39461,71112,,,
2317,15290,,,
2823,14121,,,
4247,50105,,,
6576,40363,,,
6788,51220,,,
1899,51140,,,
2942,14111,,,
9226,43151,,,
19730,14111,,,
11419,61151,,,
2318,16124,,,
4252,50102,,,
6577,40363,,,
15337,43151,,,
16147,11172,,,
11301,60265,,,
1916,14271,,,
15338,43152,,,
15178,43174,,,
7544,14142,,,
1903,51140,,,
19311,71131,,,
3194,71112,,,
16150,11172,,,
8080,41110,,,
91,12181,,,
9757,41220,,,
396,42133,,,
1912,14272,,,
2943,14292,,,
21268,41220,,,
1928,14272,,,
11420,61156,,,
92,12185,,,
1919,14272,,,
16446,15101,,,
6578,40363,,,
397,42133,,,
18924,61140,,,
7546,14142,,,
93,12186,,,
16154,11172,,,
1942,14271,,,
2944,14292,,,
6789,51220,,,
13076,60101,,,
12022,10162,,,
11302,60260,,,
1956,42990,,,
3195,71112,,,
1948,42162,,,
2945,14292,,,
7551,14142,,,
6790,51220,,,
6579,40363,,,
1967,42142,,,
15179,43171,,,
2839,14141,,,
19405,17103,,,
11303,60265,,,
4942,61152,,,
1976,42142,,,
19312,71133,,,
11421,61156,,,
20000,62164,,,
2833,14294,,,
94,72122,,,
1978,51180,,,
15339,43152,,,
39462,71112,,,
2843,14111,,,
6580,40363,,,
1988,42990,,,
15340,43152,,,
95,31160,,,
12024,10161,,,
16157,11172,,,
4948,61152,,,
2946,14292,,,
15341,43151,,,
12025,10161,,,
96,40181,,,
398,42133,,,
1991,42142,,,
2947,14104,,,
13078,60101,,,
3196,71134,,,
6581,43120,,,
8090,41110,,,
7559,14131,,,
399,72140,,,
11304,60144,,,
6101,43152,,,
4952,61152,,,
4993,43120,,,
8091,41110,,,
20004,62162,,,
19313,71144,,,
1992,60232,,,
3197,71112,,,
15138,43152,,,
2852,14251,,,
4288,11172,,,
400,72140,,,
11305,60144,,,
8848,18162,,,
1993,42163,,,
7560,14132,,,
97,40181,,,
6791,51192,,,
4289,11172,,,
6582,40160,,,
16454,15110,,,
16881,71103,,,
5417,15232,,,
2539,40204,,,
3198,71134,,,
16160,11172,,,
18394,63201,,,
98,72121,,,
2854,14295,,,
19406,17102,,,
2948,14104,,,
11423,15164,,,
4957,61150,,,
19743,14183,,,
99,31160,,,
2865,14251,,,
15342,43151,,,
2540,40203,,,
20007,62162,,,
4290,11172,,,
8096,41210,,,
15180,43172,,,
15343,43152,,,
4966,61152,,,
2949,14101,,,
12438,60282,,,
6792,51184,,,
1994,42162,,,
2541,40204,,,
20310,14101,,,
401,72140,,,
6583,40160,,,
16461,15112,,,
7561,14132,,,
16460,15111,,,
19314,71142,,,
3199,71134,,,
6105,10153,,,
4973,19990,,,
11306,60114,,,
5020,18261,,,
402,12184,,,
1995,42140,,,
101,12182,,,
14887,32102,,,
6778,51183,,,
16882,71101,,,
100,12182,,,
3200,71102,,,
8851,18165,,,
12028,10162,,,
6584,40160,,,
12448,60282,,,
6793,51184,,,
2950,14101,,,
11424,62131,,,
20311,12123,,,
4291,11181,,,
6794,51184,,,
14389,63125,,,
5030,61990,,,
6111,43152,,,
19188,61270,,,
6780,51184,,,
7562,14132,,,
6108,43150,,,
15344,43152,,,
20017,62163,,,
8854,18165,,,
4292,11181,,,
2951,14101,,,
403,42133,,,
3185,71101,,,
12034,15111,,,
15181,43173,,,
404,14253,,,
19745,14183,,,
102,12182,,,
4295,63140,,,
2005,51190,,,
4302,63123,,,
7570,14132,,,
405,12188,,,
18391,62990,,,
19315,71132,,,
7572,14141,,,
15333,43173,,,
13085,60101,,,
6585,40160,,,
6795,51184,,,
12036,60241,,,
5052,50230,,,
11307,60114,,,
19407,17164,,,
12453,60282,,,
21706,51192,,,
9228,43171,,,
10086,63123,,,
11426,62131,,,
2016,51191,,,
15182,43174,,,
8123,43151,,,
6796,51220,,,
6586,40160,,,
4319,71112,,,
2020,51190,,,
15346,43152,,,
2952,14101,,,
7576,14141,,,
5056,50250,,,
7578,14141,,,
11427,62131,,,
103,62173,,,
28888,70101,,,
19752,14182,,,
6118,51244,,,
11308,60114,,,
15347,43152,,,
6115,43151,,,
5061,50230,,,
104,72990,,,
9404,43171,,,
406,12188,,,
5063,50260,,,
9178,43171,,,
8861,18204,,,
2029,51200,,,
6797,51220,,,
2954,14101,,,
11422,15164,,,
12456,60282,,,
6588,99900,,,
2953,14101,,,
113,14253,,,
6587,99900,,,
111,14253,,,
15139,43152,,,
2955,14101,,,
112,14253,,,
19408,17164,,,
7580,14141,,,
4320,71112,,,
14888,30120,,,
3206,71112,,,
2961,14297,,,
3202,70124,,,
2033,51200,,,
7582,14141,,,
11425,62131,,,
114,14253,,,
11428,61156,,,
15345,43152,,,
2962,14297,,,
6592,19145,,,
2047,51182,,,
16471,15162,,,
6798,51220,,,
6593,19140,,,
407,12188,,,
8129,43152,,,
7584,14141,,,
408,12188,,,
22114,43173,,,
12457,60282,,,
19319,71144,,,
7586,72150,,,
11314,32122,,,
15186,43173,,,
14390,63125,,,
20317,12123,,,
2048,51180,,,
3208,70105,,,
15348,13131,,,
16174,11172,,,
6124,51246,,,
19320,71132,,,
8131,43210,,,
409,12188,,,
13095,60103,,,
2963,14297,,,
5068,83110,,,
115,14253,,,
3207,70105,,,
12049,60241,,,
16473,15162,,,
116,14253,,,
11430,61110,,,
410,12188,,,
7588,72151,,,
14786,61102,,,
12461,60282,,,
411,12188,,,
6594,19131,,,
